company,location,layoff_count,date,pct_workforce,industry,source_url,stage,raised_mm,country,is_ai_company
National Instruments,Austin,,2023-01-31,4%,Hardware,https://www.cmlviz.com/stock s/NATI/news/b/2023/01/31/na tional-instruments-corp- expected-to-reduce-ni-s- worldwide-headcount-by- approximately-4-during-2023,Post-IPO,,United States,False
Wish,SF Bay Area,150.0,2023-01-31,17%,Retail,https://ir.wish.com/node/9361 /html,Post-IPO," $1,600.00 ",United States,False
Twilio,SF Bay Area,1500.0,2023-02-13,17%,Other,https://www.cnbc.com/2023/0 2/13/twilio-layoffs-1500- employees-17percent-of- workforce.html,Post-IPO, $614.00 ,United States,False
Electric,New York City,141.0,2023-02-13,25%,Other,https://www.electric.ai/blog/o pen-letter-feb-2023,Series D, $212.00 ,United States,False
PetLove,Sao Paulo Non-U.S.,94.0,2023-02-13,,Retail,https://oglobo.globo.com/blo gs/capital/post/2023/02/petlo ve-demite-quase-cem- funcionarios.ghtml,Series C, $225.00 ,Brazil,False
EMX Digital,New York City,100.0,2023-02-13,100%,Marketing,https://www.businessinsider.c om/big-village-bankruptcy- emx-digital-employees- furious-about-layoffs- severance-2023-2,Unknown,,United States,False
iRobot,Boston,85.0,2023-02-13,7%,Consumer,https://www.cnbc.com/2023/0 2/13/irobot-layoffs-7percent- of-workforce-at-roomba- maker-let-go.html,Acquired, $30.00 ,United States,False
Foodpanda,Singapore Non-U.S.,,2023-02-13,,Food,https://www.techinasia.com/fo odpanda-layoff-feb23,Acquired, $749.00 ,Singapore,False
Magic Eden,SF Bay Area,22.0,2023-02-13,,Crypto,https://decrypt.co/121253/lay offs-hit-solana-nft- marketplace-magic-eden- sheds-22-employees,Series B, $170.00 ,United States,True
Casavo,Milan Non-U.S.,,2023-02-13,30%,Real Estate,https://casavo.com/blog/a- difficult-decision-to- strengthen-casavos- foundations-for-the-future/,Unknown, $708.00 ,Italy,False
Getir,London Non-U.S.,,2023-02-13,,Food,https://sifted.eu/articles/getir- layoff-uk-staff-gorillas- merger-news/,Series E," $1,800.00 ",United Kingdo…,False
LinkedIn,SF Bay Area,,2023-02-13,,Recruiting,https://www.theinformation.co m/articles/microsofts- linkedin-lays-off-staff-amid- hiring-slowdown,Acquired, $154.00 ,United States,False
Collective Health,SF Bay Area,54.0,2023-02-13,,Healthcare,https://www.linkedin.com/fee d/update/urn:li:activity:703142 2708764581888/,Series F, $719.00 ,United States,False
Blackbaud,Charleston,500.0,2023-02-14,14%,Other,https://www.postandcourier.c om/business/sc-tech- employer-blackbaud-has-cut- about-500-jobs-since-last- year/article_ef9dd60a-ac9b- 11ed-8c4a- bbbeb9f0cda5.html,Post-IPO,,United States,False
Dropp,Berlin Non-U.S.,60.0,2023-02-14,100%,Retail,https://www.businessinsider.d e/gruenderszene/business/dro pp-insolvenz-betrieb- eingestellt-arive/,Unknown, $2.00 ,Germany,False
CommerceHub,Albany,371.0,2023-02-14,31%,Retail,https://www.bizjournals.com/a lbany/news/2023/02/14/com mercehub-channeladvisor- tech-layoffs.html,Acquired,,United States,False
PhableCare,Bengaluru Non-U.S.,,2023-02-14,70%,Healthcare,https://inc42.com/buzz/exclusi ve-hundreds-of-layoffs- delayed-salaries-is-kalaari- backed-phablecare-the-latest- startup-to-bite-the-dust/,Series B, $40.00 ,India,False
Udemy,SF Bay Area,,2023-02-14,10%,Education,https://about.udemy.com/ude my-news/a-message-from- gregg-coccari-ceo-of-udemy/,Post-IPO, $311.00 ,United States,False
HackerEarth,SF Bay Area,,2023-02-14,8%,HR,https://inc42.com/buzz/prime- venture-backed-hackerearth- trims-workforce-introduces- pay-cut-globally/,Series B, $11.00 ,United States,False
Wix,Tel Aviv Non-U.S.,370.0,2023-02-15,6%,Marketing,https://www.calcalistech.com/ ctechnews/article/s1lsqn5as,Post-IPO, $58.00 ,Israel,False
ServiceTitan,Los Angeles,221.0,2023-02-15,8%,Sales,https://www.theinformation.co m/briefings/servicetitan-cuts- 8-percent-of-workforce,Series G," $1,100.00 ",United States,False
Neon,Sao Paulo Non-U.S.,210.0,2023-02-15,9%,Finance,https://www.seudinheiro.com/ 2023/empresas/unicornio- neon-banco-digital-demissao- em-massa-lils/,Series D, $720.00 ,Brazil,False
Jellysmack,Paris Non-U.S.,208.0,2023-02-15,,Media,https://www.theinformation.co m/articles/jellysmack-aims-to- cut-200-french-workers,Series C, $22.00 ,France,False
DigitalOcean,New York City,200.0,2023-02-15,11%,Infrastructu…,https://www.theregister.com/2 023/02/15/digitalocean_layoff s/,Post-IPO, $491.00 ,United States,False
Sprinklr,New York City,100.0,2023-02-15,4%,Support,https://techcrunch.com/2023/ 02/15/sprinklr-layoffs-2023/,Post-IPO, $429.00 ,United States,False
Milkrun,Sydney Non-U.S.,,2023-02-15,20%,Food,https://www.smh.com.au/tech nology/milkrun-slashes- workforce-closes-delivery- hubs-in-cash-crunch- 20230215-p5ckny.html,Series A, $86.00 ,Australia,False
Divvy Homes,SF Bay Area,,2023-02-15,,Real Estate,https://www.inman.com/2023/ 02/15/divvy-homes- employees-say-there-has- been-another-round-of- layoffs/,Series B, $180.00 ,United States,False
Observe.AI,SF Bay Area,,2023-02-15,,Support,https://www.channelfutures.co m/business-models/observe- ai-layoffs-could-impact- partners-ability-to-sell,Series C, $214.00 ,United States,True
Religion of Sports,Los Angeles,,2023-02-15,,Media,https://www.nytimes.com/202 3/02/15/arts/podcast- industry-spotify.html,Series B, $63.00 ,United States,False
SurveyMonkey,SF Bay Area,,2023-02-15,14%,Marketing,https://d18rn0p25nwr6d.cloud front.net/CIK- 0001739936/b9e6bc4a-1447- 4316-be95-a69aca1214cb.pdf,Post-IPO," $1,100.00 ",United States,False
Tackle,Boise,,2023-02-15,15%,Other,https://tackle.io/resources/co mpany-news/tackle-update- from-ceo-john-jahnke/,Series C, $148.00 ,United States,False
Vicarious Surgical,Boston,,2023-02-15,14%,Healthcare,https://www.medtechdive.com /news/RBOT-Vicarious-Baxter- BAX-layoffs/642848/,Post-IPO, $185.00 ,United States,False
Betterment,New York City,28.0,2023-02-15,,Finance,https://www.businessinsider.c om/betterment-layoffs- digital-wealth-management- firm-cuts-costs-2023-2,Series F, $435.00 ,United States,False
Convoy,Atlanta,,2023-02-16,,Logistics,https://techcrunch.com/2023/ 02/16/trucking-app-convoy- layoffs-restructuring/,Series E," $1,100.00 ",United States,False
Smartsheet,Seattle,85.0,2023-02-16,3%,Other,https://www.bizjournals.com/s eattle/news/2023/02/16/smart sheet-lays-off-85-employees- globally.html,Post-IPO, $152.00 ,United States,False
The RealReal,SF Bay Area,230.0,2023-02-16,7%,Retail,https://www.theinformation.co m/briefings/the-realreal-to- cut-7-of-headcount-close- some-stores-and-offices,Post-IPO, $356.00 ,United States,False
Pico Interactive,SF Bay Area,400.0,2023-02-16,20%,Other,https://pandaily.com/pico- starts-small-scale-layoffs-new- products-to-be-unveiled-in- april/,Acquired, $62.00 ,United States,False
DocuSign,SF Bay Area,680.0,2023-02-16,10%,Sales,https://www.cnbc.com/2023/0 2/16/docusign-layoffs- company-to-cut-10percent- of-workforce.html,Post-IPO, $536.00 ,United States,False
Micron,Boise,2400.0,2023-02-17,5%,Hardware,https://www.ktvb.com/article/ money/business/micron- workforce-reduction-15- percent-worldwide-computer- memory-semiconductors- technology/277-d45fa4ac- e85f-4594-8ced-af9f4dc8911a,Post-IPO, $50.00 ,United States,False
Evernote,SF Bay Area,129.0,2023-02-17,,Consumer,https://techcrunch.com/2023/ 02/27/bending-spoons-lays- off-129-evernote-staffers/,Acquired, $290.00 ,United States,False
Tencent,Shenzen Non-U.S.,300.0,2023-02-17,,Consumer,https://brandequity.economict imes.indiatimes.com/news/dig ital/tencent-says-is-making- personnel-adjustments-after- report-of-layoffs/97998975,Post-IPO," $12,600.00 ",China,False
Digimarc,Portland,,2023-02-17,,Other,https://www.oregonlive.com/si licon-forest/2023/02/oregon- tech-company-digimarc-will- lay-off-17-of-its- workforce.html,Post-IPO, $105.00 ,United States,False
Chipper Cash,SF Bay Area,100.0,2023-02-17,33%,Finance,https://techweez.com/2023/02 /18/chipper-cash-fires-a- third-of-its-workforce/,Series C, $302.00 ,United States,False
Reserve,SF Bay Area,,2023-02-17,,Crypto,https://www.linkedin.com/post s/constanza-ag%C3%BCero- ingravidi_job-board-reserves- talent-activity- 7030942387006750720-abHD/,Unknown,,United States,True
HP,Tel Aviv Non-U.S.,100.0,2023-02-19,,Hardware,https://www.themarker.com/te chnation/2023-02-19/ty- article/.premium/00000186- 692c-d22b-ad9e- 7f6e08aa0000,Post-IPO," $4,200.00 ",Israel,False
Fipola,Chennai Non-U.S.,,2023-02-20,100%,Food,https://www.medianews4u.co m/meat-d2c-fipola-shuts-ops- liquidation-process-on-to- clear-dues-by-april-2023/,Series A, $9.00 ,India,False
Kinde,Sydney Non-U.S.,8.0,2023-02-20,28%,Other,https://www.news.com.au/fina nce/work/at-work/sydney- technology-company-kinde- lays-off-285-of-staff-as-focus- moves-to-product- team/news- story/618e97ecfe4b7e088a6ff 39a70a78bcb,Seed, $10.00 ,Australia,False
Fireblocks,New York City,30.0,2023-02-20,5%,Crypto,https://www.calcalistech.com/ ctechnews/article/rksbjrxro,Series E," $1,000.00 ",United States,True
MyGate,Bengaluru Non-U.S.,200.0,2023-02-20,30%,Other,https://inc42.com/buzz/benga luru-based-mygate-lays-off- 30-workforce-amid-funding- winter/,Series B, $79.00 ,India,False
Green Labs,Seoul Non-U.S.,350.0,2023-02-21,70%,Food,https://techcrunch.com/2023/ 03/30/green-labs-secures-38- 4m-in-debt-financing-about- a-month-after-conducting- layoff/,Series C, $214.00 ,South Korea,False
Polygon,Bengaluru Non-U.S.,100.0,2023-02-21,20%,Crypto,https://inc42.com/buzz/polyg on-lays-off-20-of-its- workforce-as-part-of- consolidation-process/,Unknown, $451.00 ,India,True
Crunchyroll,Tokyo Non-U.S.,85.0,2023-02-21,,Media,https://www.animenewsnetwo rk.com/news/2023-02- 21/crunchyroll-lays-off- approximately-85-employees- globally/.195161,Unknown, $26.00 ,Japan,False
Ethos Life,SF Bay Area,50.0,2023-02-21,,Finance,https://www.coverager.com/et hos-conducts-another-round- of-layoffs/,Series D, $406.00 ,United States,False
Bolt,Lagos Non-U.S.,17.0,2023-02-21,,Transportat…,https://techpoint.africa/2023/0 2/21/bolt-lays-off-17-of-its- 70-workers-in-nigeria/,Series F,,Nigeria,False
Criteo,Paris Non-U.S.,,2023-02-21,,Marketing,https://digiday.com/media- buying/criteo-adds-to-the- ongoing-wave-of-ad-tech- layoffs/,Post-IPO, $61.00 ,France,False
PeerStreet,Los Angeles,,2023-02-21,,Real Estate,https://www.bizjournals.com/t riangle/inno/stories/news/202 3/02/21/more-tech-layoffs- hit-north-carolina.html,Series C, $121.00 ,United States,False
Zalando,Berlin Non-U.S.,,2023-02-21,,Retail,https://www.reuters.com/busi ness/retail-consumer/online- fashion-retailer-zalando- cutting-hundreds-jobs-2023- 02-21/,Post-IPO, $467.00 ,Germany,False
Basis Technologies,Chicago,40.0,2023-02-21,4%,Marketing,https://www.mediapost.com/p ublications/article/382752/bas is-technologies-lays-off- employees-as-it-restru.html,Series B, $52.00 ,United States,False
Synamedia,London Non-U.S.,200.0,2023-02-22,12%,Media,https://www.calcalistech.com/ ctechnews/article/hk2uvdqcs,Unknown,,United Kingdo…,False
TaskUs,San Antonio,186.0,2023-02-22,,Support,https://www.expressnews.com /business/article/taskus- layoff-186-employees-san- antonio-17798813.php,Post-IPO, $279.00 ,United States,False
Jounce Therapeutics,Boston,,2023-02-22,57%,Healthcare,https://www.globenewswire.co m/news- release/2023/02/22/2613789/ 0/en/Jounce-Therapeutics- Announces-Restructuring.html,Acquired, $194.00 ,United States,False
Immutable,Sydney Non-U.S.,,2023-02-22,11%,Crypto,https://www.smh.com.au/tech nology/australia-s-biggest- crypto-gaming-start-up- slashes-staff-20230222- p5cmii.html,Series C, $279.00 ,Australia,True
Locomation,Pittsburgh,,2023-02-22,100%,Transportat…,https://www.bizjournals.com/p ittsburgh/news/2023/02/22/lo comation-shutting-down- operations-out-of-fund.html,Seed, $57.00 ,United States,False
Arch Oncology,St. Louis,,2023-02-22,,Healthcare,https://www.bizjournals.com/s tlouis/inno/stories/news/2023 /02/22/arch-oncology-layoffs- leaves-cortex-office.html,Series C, $155.00 ,United States,False
Vibrent Health,Washington D.C.,,2023-02-23,13%,Healthcare,https://www.bizjournals.com/ washington/news/2023/02/23 /fairfax-vibrent-health-tech- data-startup-layoffs.html,Unknown,,United States,False
Messari,New York City,,2023-02-23,15%,Crypto,https://www.coindesk.com/bu siness/2023/02/23/crypto- analytics-firm-messari-cuts- 15-workforce-as-part-of- restructuring/,Series B, $61.00 ,United States,True
Dapper Labs,Vancouver Non-U.S.,,2023-02-23,20%,Crypto,https://www.theblock.co/post/ 214755/dapper-labs-said-to- lay-off-20-more-of-its-full- time-employees,Series D, $607.00 ,Canada,True
StrongDM,SF Bay Area,40.0,2023-02-23,,Infrastructu…,https://www.strongdm.com/bl og/strongdm-company- update-letter-from-ceo-to- staff,Series B, $76.00 ,United States,False
EVgo,Los Angeles,40.0,2023-02-23,,Transportat…,https://www.businesswire.com /news/home/20230223005797 /en/EVgo-Inc.-Aligns- Organization-Around- Growing-Its-Charging- Network,Post-IPO, $400.00 ,United States,False
The Iconic,Sydney Non-U.S.,69.0,2023-02-23,6%,Retail,https://insideretail.com.au/bus iness/the-iconic-culls-69- roles-as-it-morphs-from- marketplace-to-platform- 202302,Unknown,,Australia,False
OneFootball,Berlin Non-U.S.,150.0,2023-02-23,32%,Marketing,https://www.businessinsider.d e/gruenderszene/business/ma ssenentlassung-onefootball/,Series D, $442.00 ,Germany,False
Merative,Ann Arbor,200.0,2023-02-23,10%,Healthcare,https://www.theregister.com/2 023/02/23/merative_job_cuts_i bm_watson/,Acquired,,United States,False
Medallia,SF Bay Area,59.0,2023-02-24,,Support,https://www.mercurynews.co m/2023/02/24/tech-biotech- job-cut-san-jose-san-mateo- pleasanton-layoff-covid/,Acquired, $325.00 ,United States,False
Ericsson,Stockholm Non-U.S.,8500.0,2023-02-24,8%,Other,https://www.reuters.com/busi ness/media-telecom/ericsson- lay-off-8500-employees- memo-2023-02-24/,Post-IPO, $663.00 ,Sweden,False
Eat Just,SF Bay Area,40.0,2023-02-24,,Food,https://www.bloomberg.com/ news/articles/2023-02-24/eat- just-to-cut-about-18-of-staff- in-plant-based-egg- division#xj4y7vzkg,Unknown, $465.00 ,United States,False
SAP Labs,Bengaluru Non-U.S.,300.0,2023-02-24,,Other,https://economictimes.indiati mes.com/tech/technology/sap -labs-lays-off-300-staffers-in- india/articleshow/98189199.c ms,Subsidia…," $1,300.00 ",India,False
Stax,Orlando,24.0,2023-02-24,,Finance,https://www.bizjournals.com/o rlando/inno/stories/news/202 3/02/24/florida-2023-tech- jobs-layoffs-stax- technology.html,Series D, $263.00 ,United States,False
Lucira Health,SF Bay Area,26.0,2023-02-24,,Healthcare,https://www.mercurynews.co m/2023/02/24/tech-biotech- job-cut-san-jose-san-mateo- pleasanton-layoff-covid/,Post-IPO, $132.00 ,United States,False
Poshmark,SF Bay Area,,2023-02-24,2%,Retail,https://techcrunch.com/2023/ 02/24/poshmark-lays-off- employees-just-two-months- after-being-acquired-by- naver/amp/,Acquired, $153.00 ,United States,False
Velodyne Lidar,SF Bay Area,220.0,2023-02-24,,Transportat…,https://www.mercurynews.co m/2023/02/24/tech-biotech- job-cut-san-jose-san-mateo- pleasanton-layoff-covid/,Acquired, $575.00 ,United States,False
EQRx,Boston,,2023-02-24,18%,Healthcare,https://www.biopharmadive.co m/news/eqrx-biotech-layoffs- jobs-restructuring/643507/,Post-IPO," $1,900.00 ",United States,False
Twitter,SF Bay Area,200.0,2023-02-25,10%,Consumer,https://www.nytimes.com/202 3/02/26/technology/twitter- layoffs.html,Post-IPO," $12,900.00 ",United States,False
BitSight,Tel Aviv Non-U.S.,40.0,2023-02-26,,Security,https://www.calcalistech.com/ ctechnews/article/r1zxrmkri,Unknown, $401.00 ,Israel,True
Stytch,SF Bay Area,19.0,2023-02-27,25%,Security,https://www.bizjournals.com/s anfrancisco/inno/stories/news /2023/02/27/s-f-startup- stytch-lays-off-25-of- staff.html,Series B, $126.00 ,United States,True
Outreach,Seattle,70.0,2023-02-27,7%,Sales,https://www.geekwire.com/20 23/sales-startup-outreach-to- lay-off-70-employees-7-of- workforce-and-slow-office- expansion/,Series G, $489.00 ,United States,False
Palantir,Denver,75.0,2023-02-27,2%,Data,https://www.cnbc.com/2023/0 2/27/palantir-layoffs-75- employees-2percent-of- workforce.html,Post-IPO," $3,000.00 ",United States,True
Amount,Chicago,130.0,2023-02-27,25%,Finance,https://www.chicagobusiness.c om/finance-banking/fintech- amount-cuts-about-quarter- its-staff,Unknown, $283.00 ,United States,False
Cerebral,SF Bay Area,285.0,2023-02-27,15%,Healthcare,https://www.businessinsider.c om/cerebral-cuts-15-percent- staff-285-employees-layoffs- february-2023-2,Series C, $462.00 ,United States,False
Sono Motors,Munich Non-U.S.,300.0,2023-02-27,,Transportat…,https://twitter.com/sonomotor s/status/163024620713741926 4,Post-IPO, $126.00 ,Germany,False
MeridianLink,Los Angeles,,2023-02-28,9%,Finance,https://www.marketscreener.c om/quote/stock/MERIDIANLI NK-INC- 125185257/news/MeridianLin k-A-Message-from- MeridianLink-CEO-Nicolaas- Vlok-43111536/,Post-IPO, $485.00 ,United States,False
DUX Education,Bengaluru Non-U.S.,,2023-02-28,100%,Education,https://inc42.com/buzz/edtec h-startup-dux-education-to- cease-operations-by-april- 2023/,Unknown,,India,False
Ezoic,San Diego,10.0,2023-02-28,,Infrastructu…,https://www.businessinsider.c om/an-adtech-employee- stole-a-9m-payment-sent-by- google-and-used-it-to-buy- gold-2023-4,Series A, $39.00 ,United States,False
Eventbrite,SF Bay Area,80.0,2023-02-28,8%,Consumer,https://www.reuters.com/mark ets/us/ticketing-service- provider-eventbrite-lay-off-8- workforce-2023-02-28/,Post-IPO, $557.00 ,United States,False
Electronic Arts,Baton Rouge,200.0,2023-02-28,,Consumer,https://kotaku.com/ea-apex- legends-bugs-layoffs- respawn-zoom-1850168472,Post-IPO, $2.00 ,United States,False
Meta,SF Bay Area,10000.0,2023-03-14,,Consumer,https://about.fb.com/news/20 23/03/mark-zuckerberg-meta- year-of-efficiency/,Post-IPO," $26,000.00 ",United States,True
Anchorage Digital,SF Bay Area,75.0,2023-03-14,20%,Crypto,https://www.theinformation.co m/briefings/crypto-bank- anchorage-digital-lays-off-20- of-staff,Series D, $487.00 ,United States,True
Fetch,Madison,100.0,2023-03-14,10%,Retail,https://www.theinformation.co m/articles/softbank-backed- fetch-rewards-cuts-staff-amid- shopping-slowdown? rc=yjxoek,Series E, $581.00 ,United States,False
Samsung,SF Bay Area,30.0,2023-03-14,,Hardware,https://www.zeebiz.com/comp anies/news-samsung-layoffs- 2023-south-korean-giant- cuts-3-jobs-at-us-chip- subsidiary-225788,Post-IPO,,United States,True
Avidbots,Kitchener Non-U.S.,50.0,2023-03-14,14%,Hardware,https://www.therecord.com/b usiness/2023/03/14/very- difficult-decision-kitchener- robotics-firm-avidbots- confirms-layoffs.html,Series C, $106.00 ,Canada,False
Kaleidoscope,Minneapolis,15.0,2023-03-14,30%,Finance,https://www.bizjournals.com/t wincities/inno/stories/news/20 23/03/14/minneapolis- fintech-startup-layoff- kaleidoscope.html,Series A, $16.00 ,United States,False
